,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
299399,299400,B004ECR0BM,A3ABJY0XLNT68F,Pen Name,3,4,4,1302912000,vanilla,"ever notice insane price vanilla grocery store ? < br / > < br / > large number micronic bottle ? < br / > < br / > fairly large , taste fine . little different maybe , first , would default ... < br / > < br / > ergo ."
207585,207586,B004Z83LC2,A217YJUF5UTLHI,"S. J. Gooch ""Dwelling in Him""",0,0,4,1348617600,heavy spice !,"first tried syrup latte drink okay . 've adding one pump coffee every morning love ! note syrup heavy spice rather pumpkin flavor . receiving incredible customer service amoretti though , 'm loyal customer . 'm try pumpkin pie syrup , hope get sweet pumpkin with. < br / > < br / > overall , 're wanting take normal coffee make pumpkin spice , highly recommend product . especially good darker roast ."
329925,329926,B002QWHJOU,ADMPF64R5C3O8,C. Wendel,0,0,5,1252281600,dog love greenies !,"give dog 1 greenie morning , love vet go say best keeping teeth strong clean. < br / > highly recommend dog cat health ."
485812,485813,B001RVFERK,AMKURAIFDO67C,Lisa Y. Gambrel,1,1,4,1324080000,sc & pop chip,really enjoy eating chip love fact healthier alternative . family enjoys eating chip well .
250853,250854,B007TKF59A,A10GIZNRVH709L,libfischer,0,0,3,1348012800,cat food,"cat liked juice able eat chicken , stringy got caught teeth difficult swallow ."
88912,88913,B000F3WS7K,A1876VJX1DFOSX,TeacherLady,7,7,5,1229990400,best tea ever !,"hooked company 's tea twenty year ago semester abroad york , england. < br / > good , strong , lovely- colored , rich-tasting , incomparable brew. < br / > unashamed tea snob. < br / > like weak , go find something else ."
159066,159067,B002HZEDY0,A1WX42M589VAMQ,Mir,33,34,5,1274140800,"2nd fave coconut water , better flavor one , vitacoco , zico -- amy & brian 's best tasting flash pasteurized","used get several case zico subscription amazon . zico changed packaging processing ( instead fresh , 's concentrate ) . still tasted , prolly would n't care concentrate , really . `` concentrate '' drink ever taste good natural . natural tangerine juice , drink one concentrate ? yeah , same. < br / > < br / > , 've tried o.n.e . vitacoco assorted brand found supermarket latino store year . always went back zico . zico horrible ( taste smell funny ) , needed new coconut water daily fix . decided try since amazon offered gold box deal . well , arrived today love it. < br / > < br / > nice sweetness clean taste 's got refreshing quality chilled coconut water give . heck , even like room temperature . 's stinky-sour horror zico is. < br / > < br / > also like 's organic . 's bonus ! < br / > < br / > agree reviewer great chilling real cold. < br / > < br / > update : apparently , brand pasteurizes quite high temp , legitimate concern loses nutrient content . therefore recommend , want great taste , either email company confirm switched flash pasteurization , switch amy brian 's ( flash pateurizes bpa free container ) . < br / > < br / > disagree reviewer say brand tastier . grew drinking coconut water ( dad would split open machete u sip straight coconut ) , one top o.n.e. , zico substitute , vitacoco ( agree sourish way choice list ) . `` taste good '' subjective wo n't agree best taste . tell taste really close real coconut water fresh tree backyard ( though nothing beat real , fresh thing ) . 'm assuming change flavor expected since coconut water vary nut nut . even zico consistent formerly , sometimes sweeter , sometimes water , depending , assume , batch coconut . drink 's actual fresh juice variation ( guess zico went concentrate part standardize flavor ) . , may crazy good batch hand . : ) < br / > < br / > 've signed subscription three case way , yay ! thanks , amazon , alternative 'm exiled zico . heh. < br / > < br / > update : tried amy brian 's cw one , actually prefer & b due sweetness . lovely light , clean , fresh taste nature factor , sweeter . may best everyone ( folk want le sweet , , due difference carbs ) . , love sweetness , 'm hooked . ca n't go wrong either nf & b . enjoy either -- . great discover fabulous new beverage healthful. < br / > < br / > addendum potassium : possible potassium-compromising may end great want , organic , minimize potassium intake enjoy coconut water ( ie , ace inhibitor potassium sparing drug , kidney function issue ) . 'd check company first -- definitely -- make sure actual postassium content considering safe k-avoiding crowd . something consider , though , many american high blood pressure med . company confirms denies make clear 's actual end-product electrolytes/potassium content , k-avoiders avoid coconut water unless doc okay ."
187677,187678,B001E5E1DM,A31NOC2R30BZCL,Brenna,1,1,3,1307664000,convenient salty,"surprised salty garlic paste taste , love convenience using paste cooking . 'll try another brand next time though ."
249418,249419,B000SATIV4,A27TW761OZTYWM,"Cristian ""Cristian""",1,1,5,1315094400,great mate,"great mate . people used different flavor mate compared regular tea . great , especially keep awake sharp morning work . experience mate far stronger tea ( caffeine ? ) , also help curb appetite ( one big secret argentitnans , uruguayan people brazil use stay good shape ) . , mate taste bit stronger little bitter grassy compared regular tea , part mate 's natural flavor ."
329130,329131,B003VXHGE6,A2WBPNC46MMHYV,"Ceil ""ceilmary""",0,0,5,1307059200,great coffee,"love jamaica crazy coffee . version flavorful , price pretty good , sure beat office pot coffee sits burner hour . fresh coffee , fast !"
212782,212783,B000LKVT68,ALUJ15UFI1422,Norma Lehmeierhartie,1,1,1,1320969600,way salty,"imagine organic chicken noodle soup taste good ... one portion , half 100 calorie 29 % recommended daily sodium . considering people would eat full -- 200 calorie -- 's almost 60 % one daily sodium ! beware ... becasue something organic , mean 's healthy ! recommend ."
461501,461502,B000BEZVW2,ATYBU8RIHBUNM,"Angelica ""Jersey Girl""",1,1,5,1188172800,amazing ! ! ! !,love ! whole family ! eating since young . wonderful great source protein . happy amazon . please keep .. hard find ! try .. satisfied .
69466,69467,B000EDKDVY,A2VB6JBTLMB9YC,"Janssen ""mom of 3""",2,2,5,1230076800,4 year old eats entire bag one sitting,daughter grab bag snack go somewhere know finished entire bag ! bag lot fruit strawberry pouch over-flowing nice change !
264749,264750,B002OFZM8O,AEI122F1SK8I4,BabsinPA,0,0,5,1251504000,best jerky around ! !,"sweet spicy thai jerky best ! ! ca n't find local store , got 2 pack . spicy , let know little heat . would like even spicier !"
206037,206038,B0001VWGX2,A1IWZAYY9GTLGL,"concurrent1 ""concurrent1""",0,0,5,1334966400,best chili powder ever tried !,"recipe called lot dark chili powder place could find amazon.com . bought jar made two batch chili recipe . chili best 'd ever made . vouch chili powder really make big difference flavor chili . rich bit kick . everyone crazy , think due chili powder . 'm back buy bag time !"
295150,295151,B000FAPM26,A327MVCNUO72OJ,"Mindy G. Breeden ""Cheap Chic""",3,3,5,1170979200,best deal net kalamatas,"got two order around christmas . arrived quickly . put decorative jar saved gourmet jar kalamatas bought previously somewhere else . put fridge , use greek salad , mediterranean pasta salad make time . pit , great flavor , great portion value , highly recommended ."
475837,475838,B001EPQ6QW,A3MDETK0D5UAIN,"xoxo ""woodfairy""",5,5,5,1275782400,absolutely exquisite taste & scent ! autistic son adores !,"love stuff . may seem weird eat flower relate perfume etc . 's taste must try ! favorite sprinkle sparingly rice dish desert ! plain rice , dab butter , dash salt , sprinkle lavender ... mmmhhh good ! < br / > < br / > major benefit son autism . love smell add everything want give . make feel proud made mom 's food , birthday card , etc look good smell wonderful . smiling daily accomplishment . know safe ingesting ! 's really good thing . day caught adding bath water ! sheepish grin walked priceless ! recommend keeping bottle handy !"
333086,333087,B000EA0D1C,A2E67UDGXGL71V,Reviewer,2,3,4,1263081600,fair trade organic sweetness,"crystal larger traditional superfine sugar , fair trade organic quality make product better regular sugar . experienced sticking problem , brown sugar brand clump together . wholesome sweetener little expensive non-fair trade non-organic sugar , adjusted recipe order consume le sugar - healthier ."
421684,421685,B002VLZ8D0,AHT3L7AENIRGO,MAmomm,1,1,5,1331424000,love product ! !,"okay tell ; love product ! ! well love coconut oil period . purchased product health food store almost twice amount using everyday face , skin , hair . dark spot face lighten point almost gone , hair much softer stopped falling much skin super smooth . next thing try eat couple tablespoon like others see weight loss really happens like said . n't 'm still satisfied thing done . definitely worth trying sticking ."
215618,215619,B0062TM29U,A1IO08CLHSQMZB,"joel rosmarin ""joel""",0,0,5,1333238400,hot chocolate perfection,one best hot chocolate tasted . nice mini marshallows well . great cold night . rich chocolate flavor
539898,539899,B003557QVI,A18O51K8YKZOOR,Karen M. Horsey,4,4,2,1295913600,product fresh .,gourmet sri lanka ( ceylon ) cinnamon fresh ! taste smell product weak . actual bottle looked old . pleased .
476004,476005,B0053B6ZS2,AX4EJPMBBNP90,T.S. Ward,1,1,1,1345248000,?,"since buying bulk come 50 % markup ? n't care 're supposed review product . ridiculous . product awesome , low-cal perfect snack ."
190278,190279,B004RDRWQ6,AM42M97HK3H89,orion,0,2,1,1323129600,truly disappointed,bought box neuhaus sommelier collection chocolate special occasion trip brussels duty free . opened box discovered two empty spot box ! husband tried two different type remaining 14 terribly dissappointed taste chocolate well . want purchase chocolate try godiva !
369058,369059,B001D0DMMY,A1Z0FL4N24LUUM,Linda J. Davis,2,2,5,1326067200,perfect power booster,"often use kind plus cranberry almond bar lunch . ? perfect all-natural combination protein fruit , gluten free , delivers 50 % dv antioxidant vitamin , c e. oh , say 's delicious ? ! also carry one bar purse low blood sugar 'm away home . bar certainly vote , loyalty ! ~ ca n't beat amazon 's subscription price anywhere -- free shipping boot !"
244357,244358,B0030VBQ5Y,A1Z6IC9NU8WFB2,Extreme Road Trip,0,0,5,1325203200,fantastic !,smell spinach ! seems fresh taste wonderful . fed 2nd son go babyfood stage gave preschooler snack . often reach snack 'm happy offer something cheerio graham cracker 're go .
568193,568194,B003RWVFEI,A1UTE9H4WIVIGQ,Edith Menchyk,5,5,5,1344643200,"healthy , quality food made easy .","pouch salmon perfect health conscious person go . easy carry , refrigeration needed . lean , low calorie , high quality protien . oh , taste great ."
283582,283583,B0045E0CCI,ABW2S6V3YXSMT,Aaron F.,1,1,5,1336089600,bit small delicious .,"40 pack 1 oz , thus small . keeping mind , bag delicious extremely portable . perfect need snack class longing something eat without cook something . junk food , healthiest snack purchasing child ."
518675,518676,B0018CICX6,A26V9IJ4CP45BM,tclatl123,0,0,5,1310256000,perfect old young,"issue 13 year old collie new puppy wanting eat 's food ... trying separate caused issue looked finding dog food would work nature 's variety brand came several time vet , groomer , etc ... adjustment period well switch . wonderful see side side eating ... best part order online delivered right door step ."
516276,516277,B000H1217M,A1IL1Z9LYTFRJB,Todd R,0,0,5,1341619200,great training treat,"dog love treat - especially chicken flavor . small , find perfect training . small , low calorie high quality n't feel bad giving quite dog working learning new thing reinforcing good behavior . price amazon much better local vendor delivery always fast . highly recommended ."
205932,205933,B00005C2M2,A17MBPCMERZAA8,"Military Wife ""Sarah""",6,7,4,1235347200,fun gift soldier,got husband proudly serving country united state army . loved ( unit . ) something fun send break often tense world soldier . ca n't personally account taste guy said tasted like real deal . probably send later date .
10723,10724,B000NMG99Q,A2NUGC6IZELVJO,Jane M. Dalton,2,2,5,1258588800,great candy treat,looking great candy year . every would come across candy store . nice know order line amazon always honees hand enjoy share others . love honey filling . try . jane
164033,164034,B000CQE3NM,A2150M1RRGHCUF,"K. Williams ""K. Williams""",3,4,5,1219968000,divine !,flavorful smell like heaven . great price compared store . arrived fast .
385953,385954,B000MGWIH0,A3JS47HF7T6CYJ,B. Binns,0,1,5,1314230400,great stuff,using year still alive. < br / > using year still alive. < br / > using year still alive. < br / > using year still alive .
148741,148742,B0078HE6WG,A2LXFB8ISWBZ88,"Holly ""Holly""",0,0,5,1333411200,pleased,really pleased variety received . included kcups really wanting try brand heard great thing ! thanks ! !
545146,545147,B000R9NB64,A1ZTHO3LM34STS,"Leabrook ""dance fiddler""",1,2,5,1199923200,high quality reasonable price,organic whole wheat shell cook little boat capture rich sauce - delicious . please continue stock delallo organic whole wheat pasta .
157133,157134,B002TMV3GC,A3D9NUCR4RXDPY,Kathleen San Martino,0,0,5,1277683200,absolutely delicious,"favorite flavored coffee cream sugar hazelnut 's nothing found compare flavor tried coffee . melitta 's hazelnut creme brulee like decadent dessert. < br / > < br / > drawback found impossible open bag ; cut open scissor . , highly recommend coffee ."
90907,90908,B000FBM3PO,A13K3ZLWAWN1EI,"yogagirl ""grrrl""",0,0,5,1232668800,good coffee,"appear , first glance , similar nutter butter . taste , however , lighter , delicate , infused hazelnut . air cookie , dip coffee , becomes saturated rather quickly cookie fold mouth , sweet center taking center stage . nuff said ."
494443,494444,B001IAKEVG,AJNWF15EBA4DE,"Hey in PA ""Hey in PA""",0,0,5,1228089600,yum,"yum , yum , yum ! ! ! < br / > < br / > 's used get local & p store ."
156854,156855,B001O2H9WU,A1J6UCOJKA0MS2,Vicki Moore,0,0,2,1346371200,best tasting food,"bought thinking would good 8 month old , since love variety . unfortunately , got let try . packaging box several jar broke . food glass box . , amazon wo n't let return food item . get partial refund , though . ala , like gerber food better ."
102178,102179,B001E5DQLK,A2XQ38OOJE5T9G,"Bobbie A. Hughes ""avid reader""",2,2,4,1185926400,gourmet popcor,"loved product , everyone gave bag raved freshness taste"
322224,322225,B0044BSZL2,A2NYJV50NHOMFZ,Dumpling,0,0,1,1330128000,overpowering seasoning,"meal way over-herbed . garlic , also rosemary . mean , went crazy herb ! even adult would much , let alone baby 's delicate palate . expected balanced flavored tyler florence . baby n't even want touch . 's bad , seasoning subtle , would tasty -- turkey mashed vegetable nice enough ."
237211,237212,B000EFDNBE,A30AIATAD5VOLS,"L. Bell ""specialscots""",1,1,5,1173916800,glad find ! ! ! !,"special purchase mother , < br / > < br / > lot trouble finding product . thrilled ! ! < br / > < br / > oh , came incredibly fast ! yay ! ! probably < br / > < br / > ordering ! !"
176314,176315,B000FDDESM,A199ZXWKECEHU1,Silvana,2,2,5,1295136000,best 9 grain bread box !,read negative review taste sweat . one said rise. < br / > well thought better put two cents. < br / > loaf bread come perfectly . husband put bread machine 2lb box mixed selection . bread great . risen way taste good . tried adding nut dried cranberry really enjoyed . plain added nut 's still wonderful .
318140,318141,B000IL9LJW,A1XM8HGOG63PQI,Marie Tillman,0,0,4,1320451200,kitten food,kitten like better whiskas.i feed 1 day soft 1 day hard. < br / > fair priced real meat 1st ingredient .
84134,84135,B000EVQWHU,A2YB7DLC3FOR7W,"Pamela V ""&#34;MS V&#34;""",2,2,4,1257984000,sweet & sour enough ; like cherry cough drop !,"haribo sour cherry vibrantly colored look like red cherry green stem green leaf attached . piece inch long . cute ! < br / > < br / > unfortunately , sugary sweet sour . taste like cherry flavored cough drop come red white box medicinal purpose whatsoever ! < br / > < br / > like flavor artificial cherry , good . smell good . looking candy kid birthday party , definitely hit ! need sugary pick-me-up , grab 're set . really want something sour , try another kind haribo candy. < br / > < br / > added thought : would beautiful cake decoration !"
325303,325304,B0033GMSTY,A1KXE6H6Q60IJW,"Melinda M. Broska ""Tiger Fan""",1,1,5,1323302400,green mount donut house coffee,green mountain donut house coffee light roast coffee 80 k-cups keurig- one best coffee 's 've ever . purchase .
165353,165354,B001HWCF4O,A5CP4FDXKO07C,soxfan,1,1,5,1226361600,"great energy , great product !","friend mine gave peppod try loved ! drop glass bottle water . taste great , much better canned energy drink . energy quite noticeable , made alert energized hour . n't crash like energy drink - probably n't use sugar peppod . 'm huge fan peppod , take everywhere go . easy use much healthier energy drink . packaging design really cool ! highly recommend product ."
373165,373166,B000084EJP,A31U2QT7SAL7K,"Reginald D. Garrard ""the G-man""",6,6,5,1149379200,go cat 's `` enthusiasm '',"cat crystal finickiest cat planet . trying several brand variety feline food , decided give variety pack go . well , surprise crystal lit flavor like `` manna heaven . '' thinking might fluke , changed flavor next meal `` attacked '' one fervor . knew brand her. < br / > < br / > based meow-valous reaction , recommend variety pack ."
263682,263683,B002I7KOFY,A3RW9I71S16EUR,luzlala,0,0,1,1328486400,bad taste,taste slightly different .... like ..... maybe something cereal artificial .... n't know ... buy anymore .... quaker high fiber cinnamon swirl ..... returning grocery store ..... package 2013 date .... mean fresh ... aftertaste good ....
256751,256752,B003G52BN0,A21H2BWMSNR503,Coco,0,0,5,1304985600,soooo good ! !,coffee fantastic ! ! 've loved green mountain flavored coffee one & egg nog favorite. < br / > coconut coffee great flavor & aroma .
294674,294675,B000FAPM2Q,A3QJJZ2PAVSC6F,Parker,0,0,5,1350432000,surprisingly satisfying !,"looking delicious , yet healthful vegan vegetable broth powder came across brand . research online almost every site favorable review product . reading review brand ( * cough , vogue , * * ) found suspicious ( always need careful review , since company hire people write positive review ) . torn buying product rapunzel ... familiar brand , familiar rapunzel bought past local whole food thought adequate like fact cube contained much palm oil ( took forever cube dissolve boiling water ) . mean crunchy granola vegan think pretty discerning come taste. < br / > < br / > followed direction product dissolved 1 teaspoon 1 cup boiling water. < br / > * pro * result fine tasting broth ... yeast extract fully dissolve solution ( stirred quite bit ) broth good nonetheless ... surprisingly , broth salty thought ... < br / > additionally , see bit piece herb product contains. < br / > * con * container bit flimsy - hard pull inner aluminum foil . careful vegetable powder . may trivial , packaging outdated . 's 2012 company surely hire graphic designer produce better packaging design ... < br / > < br / > researching , seemed though fair amount people make vegan vegetable powder . almost recipe use nutritional yeast base , differ rest ingredient ( instance , used powder version many ingredient , another recipe basically took whole vegetable chopped , cubed , dehydrated food processed powder form ) . < br / > < br / > prefer powder broth cube - 's lot convenient , better control adjust strength broth . said , broth way feel like missing something ... might purchase rapunzel powder see good product . predict might get tired broth ( considering amazon sell pack 6 ) n't bad idea back-up brand change flavor . rapunzel powder however salt , seems le vegetable ingredient ( like fact brand lot vegetable ingredient , common u.s. , like lovage ) . rapunzel going organic , `` natural '' ( fine ) . < br / > < br / > buy vegan broth product amazon - get amazing price . ca n't find product normal supermarket , whole food charge arm leg thing . even many new trader joe 's opened nyc giving whole food competition run money , tj n't wide variety niche product whole food has. < br / > < br / > update * * : product taste better rapunzel vegetable broth powder ( ) . using recommended direction product , seitenbacher deeper , complex flavor whereas rapunzel 's taste salty ( salt # 1 ingredient rapunzel ) . want flavor , go seitenbacher - obsessed everything organic , go rapunzel ."
330358,330359,B005ATVY88,A2WUELF1QO0AC2,Kim k,1,1,4,1325116800,sagan loved .,"tried food free bzzagent . dog year old active , puppy food still 's smallish trouble keeping weight . allergic something , 'm sure 's environmental food , n't reaction food . corn-free 'm wondering 's 's allergic to. < br / > well , nice solid stool n't excessively flaky itchy . tends bolt food small piece n't great . would n't chew ended vomiting afterward ; give small amount time . 'd rather kibble size option , 'm picky now. < br / > 'm thrilled second ingredient wheat , least 's corn . sagan seemed well . le expensive food ( also well ) , 'd problem using recommending food ."
238514,238515,B000EONEU0,A1CC1FCOK2P401,PeterH,1,1,4,1347062400,nice working yogurt creater,"adding milk holding temp 6h give nice yogurt. < br / > need temp control maintain . requires regular checking , worth wile ."
331341,331342,B001P74NXM,A1JDKVO1SQK45E,D. Wells,1,1,3,1268438400,sweet ....,product sweet strange syrup taste . go well place .
473041,473042,B008FHUKE6,A3VP16KTZ1OKSD,JD,0,0,5,1316304000,good get,"great cofee , great price , especially use amazon subscription service . ca n't go wrong gloria jean 's like mild ."
234798,234799,B000KV7ZGQ,AWH159M2WXM6C,Jerros,0,0,4,1276732800,"fun toy , unreliable meal serving though .","toy great fun , dog enjoys playing . however toy like typically used slow fast dog eating . due design toy , dog may get frustrated lose intrest eating full meal `` playing '' toy work hard get treat . big enough grab toy mouth dump food/treats out. < br / > < br / > looking something slow dog eating look toy like kong wobbler . steggin egg . 'll almost gaurenteed dog get full meal toy ."
325967,325968,B004OCLTGY,AU7X1VLQSL3RQ,Barb,0,0,5,1340928000,delectable !,"absolutely delicious -- crispest , crunchiest delightfully flavored mild barbecue seasoning . perhaps best , fried healthy oil . treat -- love ! ( purchased amazon . )"
468086,468087,B001EQ5AL8,A1FOGN1SMSZSOQ,"Christina Gladden ""gluten free mom""",2,2,5,1264809600,best 'll ever,simply best oatmeal 'll ever . 's actually porridge ( grain added oat ) 's even healthy . love ! !
99718,99719,B000HJRGQU,A38GMNRJYRUHNM,Kimberly Kemp,4,5,5,1167868800,great variety,love come 4 jar bag . family enjoyed many good meal .
480646,480647,B0038NA3X0,A1I9Z65XVXI68B,"Luvy Bear ""Ruth""",1,1,5,1315785600,himalayan salt,fast service item exactly described . would purchase seller . even sent along information salt others well sent sample .
189960,189961,B001RBVS3Y,A14AZ5HGGKQNYE,"Jennifer ""MedWonk""",0,1,4,1305331200,"good training , calorie ?","bought healthy , affordable training treat dog . also hoped dog would like little traing treat eating , < href= '' http : //www.amazon.com/gp/product/b001kzh552 '' > premier liver biscotti dog treat , 6-1/2-ounce wheat/ egg free bow wow bite < /a > . dog liked biscotti , thought might getting tired . dog like becca 's treat , biscotti . get response dog whichever use. < br / > ingredient wholesome , calory information available , even company website . struggle keep dog within healthy weight range , knowing calorie troublesome . biscotti treat 1 2 calorie . biscotti treat smaller le dense becca 's treat , becca 's must caloric . wish knew much caloric. < br / > one slight advantage biscotti hard carried one 's hip pocket walk without crumbling . becca 's bit softer need carried loose pocket . softer texture may advantage small dog dog trouble chewing. < br / > personally wo n't buy plan give bag doggie gift , dog may really like taste respond best training . 'd say try , especially searching good traing treat dog ."
188836,188837,B001E0TBA0,A3IWARBYLJFDHD,"peanutbutter ""k8""",6,8,5,1198195200,balance many thing body !,"stuff truly amazing . previously chemotherapy drug took hormone away , hence giving hot flash . calm helped restore balance get back track , since kind young menopause . also taken monthly cycle 30-45 day right 28 day . really great product . magnesium also wonderful helping body absorb calcium . taking almost 8 month would n't think stopping ."
563460,563461,B007JFMH8M,A2SMK6STZFWKBP,socanibeyours,0,0,5,1341878400,yummy,son shared let tell tasted amazing didnt think id like raisin since usually dont oatmeal soft tasting good boaght two package already one gone thumb
384934,384935,B002ZVLISK,A3EOU1W4KQOLE,"Beate Frome ""Storchenwiege mama""",0,0,5,1328313600,great natural energy drink,grew drinking karamalz . distinct taste might take couple bottle get used . give boost energy last . karamalz stimulate milk production nursing baby . like karamalz non-alcoholic everybody family .
107327,107328,B005DFL4PM,A1WI1745ODFQBQ,"C. Renee Tyler ""Anxious Grace""",21,22,4,1318204800,low-fat lover,"product wonderful ! low-fat , low calorie alternative peanut butter , one . use chocolate version - cocoa added . still 90 % peanut butter taste , hint cocoa little better color . mix little extra water , good peanut dip sauce cooking ."
153434,153435,B001F9QW16,A3FFMPM10YLQIE,lovetoread,0,0,4,1346544000,wish bigger,"quite big enough asin : b0017wofsi exaco trading eco-2000 2.4 gallon kitchen compost waste collector . compost well , though ."
538715,538716,B000Q5X8DK,A1KSDKIZ4XN3GG,Leslie Fitzgerald,1,2,5,1222300800,yummy,"great every way . taste like real fruit , 's made , artificial anything . serving size right lunchbox after-sport snack . kid either - since added sugar , sweet adult enjoy ."
30560,30561,B001EO5TMK,A164VRD2GJB2U0,S. Wong,0,0,5,1201737600,absolutely delicious ! ! !,"'ve recently started eating granola available office free . 'm addicted , want buy some. < br / > < br / > first tried sweet home farm french vanilla granola , disappointment n't think 'll find yummy granola . came across peace . skeptical since one good review . figured 'll give try anyways. < br / > < br / > woowee ! ! ! 's delicious . flavor fantastic texture perfect ! < br / > < br / > vanilla flavour overpowering 's help enhance flavor . seriously recommend give one try ! !"
455717,455718,B002IY5OY8,A1Z42KYBGW1SMB,"Nancy A. Stein ""Nanciepea""",1,1,3,1259020800,"pretty good , great","got bar love rest think line . good , prefer think green organic product . taste bit processed , trick need quick , healthy snack ."
255978,255979,B000CBOR60,ARIHGPLO0IY28,Tennosuke,0,0,5,1346457600,great refresher morning,drank moderate heavy drinking last night . hangover n't bad since white wine still noticeably `` '' . drank 2 cup ginger honey crystal prince peace worked like charm . feel mental clarity physically alert `` wired '' . combine hot shower best effect : )
349770,349771,B001EQ560S,ATA6F14Z69O2T,Gary H Allen,10,11,4,1270252800,"quick , light brown sauce good go !","family travel frequently , retired chef , still like eat well , even go ! , wife , twin son daughter , travel usually stay nice `` hotel '' room kitchen . , preparing `` scratch '' sauce road convenient . knorr demi glace , cook quick light brown gravy , elegant light brown sauce easily `` instant '' sauce mix . one use , add flavor everything chili , stoganoff , many dishes. < br / > < br / > , wo n't replace freshly scratch made demi glace . nevertheless , great quick substitute , also easily convert several different sauce ingredient ."
270176,270177,B002AQ0OS0,A2WFIXF88OCPO3,Heidi,3,3,1,1295568000,good taste-bad quality package,"flavor wonderful , every single k-cup defective . coffee would spill side machine . tried many brand flavor k-cups , zero problem , problem definitely packaging cup . filter installed well ."
473839,473840,B004DIXWEQ,A20MFN9WLRQWE3,Shawn,1,1,5,1316044800,extremely rare ...,"'ve looking place house . time see go vacation jersey shore . every vacation , stock buy like 10 local convenience store asbury park ! please make available stock vacation ! still two left fridge , waiting patiently thanksgiving christmas dinner , purchased went vacation early june ! < br / > < br / > far favorite arizona product ... light , yet flavorful . unbelievably thirst quenching , made real sugar . much better soda ..."
458453,458454,B004TEW3KS,A1VN7PA3TYI8RO,Indolent,3,3,4,1316390400,man .... love frazzle . bacon-flavored ( suitable vegetarian ! ),"frazzle little crispy-bacon-flavored bite crunchy corn goodness must laced , n't know , crack something . n't know else explain addictive . mean ... bacon ! ... bacon , actually entirely suitable vegetarian ( one ) , thus providing useful public service enable non-meat-eaters secretly crave bacon every minute every waking ( even sleeping ) hour get harmless pork-fix without going near single meat product . could ask ? < br / > < br / > silliness aside , really , good one rare childhood staple honestly taste every bit good eaten adult remember tasting scarfed playground eighty . anyone 's never tried frazzle , 'd describe bit like sun chip sun chip came crispy bacon flavor ... le healthy-grainy bit lighter-textured. < br / > < br / > course , 're buying amazon british corner shop , may need order enough ( british goody ) stock corner shop avoid shipping cost prohibitively expensive , overcome hurdle , really ca n't go wrong ordering caseload frazzle stocking next year several . prepared find eat much faster anticipated , , mentioned , definite addictive property !"
561563,561564,B000I5GWPO,A2843500EKO5YB,Megan Gorg,1,1,5,1175126400,perfect substitute !,"kid love lollipop love artificial dye color ! come home lollipop , trade one happy !"
56176,56177,B001HTG7VY,A2EH24MNUVUZI6,Jenn,0,0,5,1344816000,yum !,"sugar awesome ! bought hubby us way le type sugar vs. regular , granulated sugar find store . local store `` organic '' sugar none like . bakes well , melt good , taste great ice tea ... ca n't go wrong ."
277221,277222,B000VK8AVK,A3HKCFUS9TYB1F,Movie lover from HB,0,0,5,1346371200,best popcorn-type chip 6 brand bought & tested !,"wanted `` sized '' portion chip-type product would tasty filling . tried least 6 different brand popcorn-type snack package ( unfortunately , came 24-36 item package ) . receiving first 5 brand , felt total waste money .... 2 texture light styrofoam peanut , almost flavor . couple others reasonably nice flavor , couple small handful popcorn bag way overpriced definitely feel satisfied 1 bag. < br / > < br / > received variety pack popchips . first tried barbeque , turned favorite . nice strong bbq flavor , nice texture , bag enough feel satisfying . original sour cream onion came lower second , others ok fair- ( worth eating taste interesting ) . < br / > < br / > best , nutrition count good , bag 100 cals , 3 gram fat 15g carbs ( 0 cholesterol ) . < br / > < br / > would definitely recommend product ( flavor ) popcorn type tried. < br / > < br / > p.s . popcorners white cheddar brand came second . nice crunchy texture pleasant cheddar flavor"
135641,135642,B000V9PGSG,A1PZOXRD969NC8,Firefly,1,1,5,1307836800,incredible,simply best tasting coffee get. < br / > < br / > got bag marked `` dark '' bean practically black oily sheen them. < br / > < br / > thought `` crap '' ordered medium . stuff going taste like charcoal. < br / > < br / > burnt taste bitterness mean none. < br / > < br / > stuff smooth 's almost like drinking hot dark chocolate .
528871,528872,B000P0P5FU,A2ADIV3ALSDQG1,"M. Johns ""MJ69Catz""",0,0,5,1276646400,sooooo excited !,"bought nephew ended torn spleen . allowed active , loved . called thank first word mouth `` thank monkey '' favorite part ."
88102,88103,B0030VBQOK,A2YJ764E9Z4ZS,J. Solomon,0,0,2,1292284800,really watery,"daughter seemed really enjoy taste , made huge mess watery . wo n't buy ."
445945,445946,B0012KCVBS,A376Q8PHJN4W0A,"Liza Sauls ""thingamajig""",0,0,4,1310342400,finally fincky feline fare,"pair ever seem agree food , canned dry ! first one like ! one like food sauce/gravy ... like shredded texture .... satisfies taste last ! bit pricey , n't everyday food though . rest time settle dry one less-fancy fancy feast flavor !"
372720,372721,B000X9K3DC,A2HE2DE95NI3CB,Bags,2,2,5,1282608000,like `` crack '' dog !,"absolutely dog 's favorite treat , thought 'd never like anything better frosty paw doggy ice cream . great thing much better digestion pig ear lot treat tried . bad thing go one 30 second ( n't cheap ) . get maybe two day 16 year loyalty 's worth paying little something love something good ."
